order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total,created_at
375,175,88,1,23.96,0.0,23.96,2026-09-24 01:17:15.490293
385,182,27,2,8.59,0.0,17.18,2026-09-24 01:17:15.490293
386,182,41,1,90.95,0.0,90.95,2026-09-24 01:17:15.490293
393,185,89,2,8.19,0.0,16.38,2026-09-24 01:17:15.490293
394,185,187,2,19.79,0.0,39.58,2026-09-24 01:17:15.490293
395,186,182,2,11.55,5.07,18.03,2026-09-24 01:17:15.490293
396,186,59,1,29.51,0.0,29.51,2026-09-24 01:17:15.490293
397,187,129,1,13.28,2.18,11.1,2026-09-24 01:17:15.490293
398,187,183,2,43.8,0.0,87.6,2026-09-24 01:17:15.490293
401,190,27,2,29.84,0.0,59.68,2026-09-24 01:17:15.490293
405,193,136,2,24.16,0.0,48.32,2026-09-24 01:17:15.490293
410,196,173,1,214.86,0.0,214.86,2026-09-24 01:17:15.490293
430,209,46,1,7.19,1.21,5.98,2026-09-24 01:17:15.490293
431,209,167,3,38.31,0.0,114.93,2026-09-24 01:17:15.490293
450,219,197,1,28.37,0.0,28.37,2026-09-24 01:17:15.490293
451,219,73,1,16.35,0.0,16.35,2026-09-24 01:17:15.490293
452,219,96,2,44.81,0.0,89.62,2026-09-24 01:17:15.490293
464,225,19,1,291.05,0.0,291.05,2026-09-24 01:17:15.490293
482,234,30,1,117.33,0.0,117.33,2026-09-24 01:17:15.490293
483,234,94,3,70.94,0.0,212.82,2026-09-24 01:17:15.490293
504,246,37,1,9.09,1.4,7.69,2026-09-24 01:17:15.490293
505,246,16,2,5.34,0.0,10.68,2026-09-24 01:17:15.490293
506,246,33,2,5.16,0.0,10.32,2026-09-24 01:17:15.490293
507,246,131,1,13.02,2.51,10.51,2026-09-24 01:17:15.490293
521,253,4,1,261.82,0.0,261.82,2026-09-24 01:17:15.490293
526,256,110,1,89.37,0.0,89.37,2026-09-24 01:17:15.490293
531,259,69,2,36.59,0.0,73.18,2026-09-24 01:17:15.490293
532,259,145,1,121.66,0.0,121.66,2026-09-24 01:17:15.490293
537,262,45,1,26.47,0.0,26.47,2026-09-24 01:17:15.490293
538,262,24,1,84.33,0.0,84.33,2026-09-24 01:17:15.490293
554,269,65,1,96.29,0.0,96.29,2026-09-24 01:17:15.490293
555,270,124,1,66.4,0.0,66.4,2026-09-24 01:17:15.490293
561,274,181,2,12.61,0.0,25.22,2026-09-24 01:17:15.490293
562,274,47,1,87.11,0.0,87.11,2026-09-24 01:17:15.490293
586,285,172,1,23.17,6.01,17.16,2026-09-24 01:17:15.490293
587,285,81,1,129.16,0.0,129.16,2026-09-24 01:17:15.490293
590,287,53,3,35.93,0.0,107.79,2026-09-24 01:17:15.490293
598,293,107,2,70.45,0.0,140.9,2026-09-24 01:17:15.490293
601,295,111,2,12.29,0.0,24.58,2026-09-24 01:17:15.490293
602,296,152,1,27.47,2.77,24.7,2026-09-24 01:17:15.490293
603,296,53,2,16.32,0.0,32.64,2026-09-24 01:17:15.490293
604,296,15,1,22.05,3.62,18.43,2026-09-24 01:17:15.490293
605,296,199,3,8.98,0.0,26.94,2026-09-24 01:17:15.490293
606,296,55,1,73.42,12.32,61.1,2026-09-24 01:17:15.490293
618,302,6,2,7.43,0.0,14.86,2026-09-24 01:17:15.490293
619,302,83,1,42.75,8.15,34.6,2026-09-24 01:17:15.490293
620,302,107,1,39.49,0.0,39.49,2026-09-24 01:17:15.490293
621,302,68,1,56.65,0.0,56.65,2026-09-24 01:17:15.490293
630,305,58,3,77.81,0.0,233.43,2026-09-24 01:17:15.490293
637,310,55,1,36.44,0.0,36.44,2026-09-24 01:17:15.490293
638,310,90,1,38.53,0.0,38.53,2026-09-24 01:17:15.490293
645,316,145,1,175.72,13.43,162.29,2026-09-24 01:17:15.490293
658,322,114,2,21.59,0.0,43.18,2026-09-24 01:17:15.490293
665,326,104,1,40.81,0.0,40.81,2026-09-24 01:17:15.490293
666,326,165,2,21.49,0.0,42.98,2026-09-24 01:17:15.490293
677,332,54,1,28.82,0.0,28.82,2026-09-24 01:17:15.490293
678,332,4,1,90.63,0.0,90.63,2026-09-24 01:17:15.490293
688,336,178,2,6.22,0.0,12.44,2026-09-24 01:17:15.490293
689,336,83,1,11.63,0.0,11.63,2026-09-24 01:17:15.490293
690,336,126,1,32.44,0.0,32.44,2026-09-24 01:17:15.490293
695,338,7,5,2.87,0.0,14.35,2026-09-24 01:17:15.490293
696,338,200,1,9.8,0.0,9.8,2026-09-24 01:17:15.490293
697,338,188,1,11.67,0.0,11.67,2026-09-24 01:17:15.490293
698,338,199,1,11.08,0.0,11.08,2026-09-24 01:17:15.490293
699,338,130,3,10.06,0.0,30.18,2026-09-24 01:17:15.490293
700,339,143,1,6.12,0.0,6.12,2026-09-24 01:17:15.490293
701,339,41,2,4.15,0.0,8.3,2026-09-24 01:17:15.490293
702,339,104,1,7.46,0.0,7.46,2026-09-24 01:17:15.490293
703,339,157,1,14.55,0.0,14.55,2026-09-24 01:17:15.490293
718,347,184,1,23.14,0.0,23.14,2026-09-24 01:17:15.490293
719,347,26,1,33.38,4.42,28.96,2026-09-24 01:17:15.490293
720,348,91,3,14.1,9.12,33.18,2026-09-24 01:17:15.490293
721,348,147,2,49.22,0.0,98.44,2026-09-24 01:17:15.490293
725,351,8,2,20.5,0.0,41.0,2026-09-24 01:17:15.490293
726,351,192,5,11.23,0.0,56.15,2026-09-24 01:17:15.490293
742,358,171,1,21.63,0.0,21.63,2026-09-24 01:17:15.490293
743,358,21,2,14.17,0.0,28.34,2026-09-24 01:17:15.490293
756,365,8,3,25.98,0.0,77.94,2026-09-24 01:17:15.490293
757,365,95,1,134.85,0.0,134.85,2026-09-24 01:17:15.490293
762,367,60,1,7.9,0.0,7.9,2026-09-24 01:17:15.490293
763,367,180,5,1.54,0.0,7.7,2026-09-24 01:17:15.490293
764,367,117,1,8.62,0.0,8.62,2026-09-24 01:17:15.490293
770,371,86,1,116.22,0.0,116.22,2026-09-24 01:17:15.490293
771,371,104,1,215.02,0.0,215.02,2026-09-24 01:17:15.490293
773,373,185,1,237.74,0.0,237.74,2026-09-24 01:17:15.490293
774,374,17,2,22.57,10.86,34.28,2026-09-24 01:17:15.490293
775,374,78,1,88.6,9.08,79.52,2026-09-24 01:17:15.490293
808,394,21,2,17.25,0.0,34.5,2026-09-24 01:17:15.490293
809,394,29,2,21.62,0.0,43.24,2026-09-24 01:17:15.490293
812,397,136,2,40.27,0.0,80.54,2026-09-24 01:17:15.490293
813,397,12,1,93.52,0.0,93.52,2026-09-24 01:17:15.490293
833,407,50,1,19.41,2.74,16.67,2026-09-24 01:17:15.490293
834,407,97,1,8.02,1.09,6.93,2026-09-24 01:17:15.490293
835,407,38,1,35.2,0.0,35.2,2026-09-24 01:17:15.490293
837,409,69,1,188.46,0.0,188.46,2026-09-24 01:17:15.490293
847,414,161,1,5.99,0.0,5.99,2026-09-24 01:17:15.490293
848,414,175,1,56.16,0.0,56.16,2026-09-24 01:17:15.490293
859,420,1,1,173.06,0.0,173.06,2026-09-24 01:17:15.490293
860,421,4,1,108.72,17.95,90.77,2026-09-24 01:17:15.490293
862,423,21,1,43.96,0.0,43.96,2026-09-24 01:17:15.490293
873,428,146,3,24.57,0.0,73.71,2026-09-24 01:17:15.490293
874,429,53,2,98.67,0.0,197.34,2026-09-24 01:17:15.490293
889,438,62,2,4.19,0.0,8.38,2026-09-24 01:17:15.490293
890,438,195,1,8.73,0.0,8.73,2026-09-24 01:17:15.490293
891,438,197,1,12.55,3.01,9.54,2026-09-24 01:17:15.490293
892,439,127,1,5.04,0.0,5.04,2026-09-24 01:17:15.490293
893,439,63,2,9.58,0.0,19.16,2026-09-24 01:17:15.490293
894,440,98,1,8.56,1.78,6.78,2026-09-24 01:17:15.490293
895,440,40,1,26.7,0.0,26.7,2026-09-24 01:17:15.490293
898,442,50,1,23.61,0.0,23.61,2026-09-24 01:17:15.490293
899,442,38,1,25.25,4.03,21.22,2026-09-24 01:17:15.490293
900,442,24,2,15.0,0.0,30.0,2026-09-24 01:17:15.490293
901,442,76,1,6.27,0.0,6.27,2026-09-24 01:17:15.490293
902,442,93,1,54.24,0.0,54.24,2026-09-24 01:17:15.490293
906,445,109,1,47.1,0.0,47.1,2026-09-24 01:17:15.490293
912,449,116,1,55.39,5.46,49.93,2026-09-24 01:17:15.490293
915,451,68,1,5.22,0.0,5.22,2026-09-24 01:17:15.490293
916,451,89,3,35.15,0.0,105.45,2026-09-24 01:17:15.490293
921,453,56,1,80.08,0.0,80.08,2026-09-24 01:17:15.490293
922,454,109,2,30.62,0.0,61.24,2026-09-24 01:17:15.490293
923,454,15,1,99.19,0.0,99.19,2026-09-24 01:17:15.490293
930,457,163,1,48.04,0.0,48.04,2026-09-24 01:17:15.490293
931,457,183,1,98.21,0.0,98.21,2026-09-24 01:17:15.490293
932,458,31,2,10.84,0.0,21.68,2026-09-24 01:17:15.490293
933,458,36,1,21.04,0.0,21.04,2026-09-24 01:17:15.490293
934,458,185,1,11.02,3.25,7.77,2026-09-24 01:17:15.490293
935,458,41,1,37.21,7.6,29.61,2026-09-24 01:17:15.490293
936,458,158,1,69.57,0.0,69.57,2026-09-24 01:17:15.490293
946,464,158,1,13.6,1.97,11.63,2026-09-24 01:17:15.490293
947,464,199,1,38.03,0.0,38.03,2026-09-24 01:17:15.490293
948,465,184,3,61.58,0.0,184.74,2026-09-24 01:17:15.490293
949,466,138,1,67.65,0.0,67.65,2026-09-24 01:17:15.490293
950,466,52,2,34.52,0.0,69.04,2026-09-24 01:17:15.490293
963,474,152,3,6.61,0.0,19.83,2026-09-24 01:17:15.490293
964,474,185,1,8.53,0.0,8.53,2026-09-24 01:17:15.490293
965,474,133,3,43.54,0.0,130.62,2026-09-24 01:17:15.490293
977,482,66,1,35.83,0.0,35.83,2026-09-24 01:17:15.490293
978,482,196,2,9.12,0.0,18.24,2026-09-24 01:17:15.490293
979,482,173,2,11.77,0.0,23.54,2026-09-24 01:17:15.490293
980,482,50,1,90.61,0.0,90.61,2026-09-24 01:17:15.490293
1003,496,155,1,54.27,0.0,54.27,2026-09-24 01:17:15.490293
1004,496,197,1,82.91,0.0,82.91,2026-09-24 01:17:15.490293
1005,497,88,2,61.44,0.0,122.88,2026-09-24 01:17:15.490293
1013,502,116,1,20.45,0.0,20.45,2026-09-24 01:17:15.490293
1021,506,7,2,79.12,0.0,158.24,2026-09-24 01:17:15.490293
1024,508,196,3,2.06,0.0,6.18,2026-09-24 01:17:15.490293
1025,508,116,1,15.4,0.0,15.4,2026-09-24 01:17:15.490293
1052,522,154,1,139.34,0.0,139.34,2026-09-24 01:17:15.490293
1053,523,148,3,6.75,0.0,20.25,2026-09-24 01:17:15.490293
1054,523,128,1,34.32,0.0,34.32,2026-09-24 01:17:15.490293
1055,524,48,1,165.75,0.0,165.75,2026-09-24 01:17:15.490293
1061,527,30,1,20.72,0.0,20.72,2026-09-24 01:17:15.490293
1062,527,81,4,6.12,0.0,24.48,2026-09-24 01:17:15.490293
1063,527,196,2,26.66,4.94,48.38,2026-09-24 01:17:15.490293
1093,540,118,1,128.39,0.0,128.39,2026-09-24 01:17:15.490293
1094,541,31,1,139.58,0.0,139.58,2026-09-24 01:17:15.490293
1102,545,131,3,5.29,0.0,15.87,2026-09-24 01:17:15.490293
1103,545,117,1,135.91,0.0,135.91,2026-09-24 01:17:15.490293
1112,551,71,1,13.48,0.0,13.48,2026-09-24 01:17:15.490293
1113,551,76,2,16.32,0.0,32.64,2026-09-24 01:17:15.490293
1114,551,165,2,37.65,0.0,75.3,2026-09-24 01:17:15.490293
1115,551,165,1,111.38,26.68,84.7,2026-09-24 01:17:15.490293
1138,564,16,1,68.41,0.0,68.41,2026-09-24 01:17:15.490293
1146,569,35,5,2.78,0.0,13.9,2026-09-24 01:17:15.490293
1147,569,179,2,18.09,4.23,31.95,2026-09-24 01:17:15.490293
1163,579,84,2,15.86,8.61,23.11,2026-09-24 01:17:15.490293
1164,579,133,1,46.57,12.13,34.44,2026-09-24 01:17:15.490293
1165,579,139,1,68.73,0.0,68.73,2026-09-24 01:17:15.490293
1172,583,22,4,4.82,0.0,19.28,2026-09-24 01:17:15.490293
1173,583,6,1,19.43,0.0,19.43,2026-09-24 01:17:15.490293
1197,594,130,1,95.94,0.0,95.94,2026-09-24 01:17:15.490293
1198,595,193,1,15.22,1.04,14.18,2026-09-24 01:17:15.490293
1199,595,97,1,25.71,0.0,25.71,2026-09-24 01:17:15.490293
1200,595,107,3,15.96,0.0,47.88,2026-09-24 01:17:15.490293
1201,596,149,1,94.08,0.0,94.08,2026-09-24 01:17:15.490293
1207,600,53,2,20.8,9.95,31.65,2026-09-24 01:17:15.490293
1208,601,8,1,19.21,0.0,19.21,2026-09-24 01:17:15.490293
1209,601,130,1,75.93,0.0,75.93,2026-09-24 01:17:15.490293
1213,604,19,2,83.92,46.51,121.33,2026-09-24 01:17:15.490293
1227,613,30,1,8.96,0.0,8.96,2026-09-24 01:17:15.490293
1228,613,102,1,43.76,7.97,35.79,2026-09-24 01:17:15.490293
1229,613,58,1,61.48,17.98,43.5,2026-09-24 01:17:15.490293
1251,625,93,1,10.37,0.0,10.37,2026-09-24 01:17:15.490293
1252,625,151,1,21.2,0.0,21.2,2026-09-24 01:17:15.490293
1253,625,8,2,8.09,0.0,16.18,2026-09-24 01:17:15.490293
1254,625,175,1,23.23,2.85,20.38,2026-09-24 01:17:15.490293
1255,625,133,1,90.73,11.26,79.47,2026-09-24 01:17:15.490293
1270,634,163,1,24.24,0.0,24.24,2026-09-24 01:17:15.490293
1271,634,43,1,36.48,0.0,36.48,2026-09-24 01:17:15.490293
1275,638,182,3,23.96,0.0,71.88,2026-09-24 01:17:15.490293
1279,641,161,2,27.65,7.65,47.65,2026-09-24 01:17:15.490293
1284,645,83,1,132.86,0.0,132.86,2026-09-24 01:17:15.490293
1286,647,51,1,697.66,0.0,697.66,2026-09-24 01:17:15.490293
1304,658,149,1,16.22,0.0,16.22,2026-09-24 01:17:15.490293
1305,658,149,1,11.53,0.0,11.53,2026-09-24 01:17:15.490293
1306,658,3,1,23.64,0.0,23.64,2026-09-24 01:17:15.490293
1307,658,28,1,94.64,0.0,94.64,2026-09-24 01:17:15.490293
1308,659,83,2,4.28,0.0,8.56,2026-09-24 01:17:15.490293
1309,659,173,3,8.17,0.0,24.51,2026-09-24 01:17:15.490293
1310,659,145,1,57.5,0.0,57.5,2026-09-24 01:17:15.490293
1315,662,14,1,66.34,0.0,66.34,2026-09-24 01:17:15.490293
1316,662,27,2,39.89,0.0,79.78,2026-09-24 01:17:15.490293
1320,665,91,4,26.23,0.0,104.92,2026-09-24 01:17:15.490293
1325,667,96,1,109.28,0.0,109.28,2026-09-24 01:17:15.490293
1326,668,119,2,49.09,0.0,98.18,2026-09-24 01:17:15.490293
1327,669,105,1,87.09,0.0,87.09,2026-09-24 01:17:15.490293
1329,671,174,3,42.08,0.0,126.24,2026-09-24 01:17:15.490293
1330,672,11,1,30.28,0.0,30.28,2026-09-24 01:17:15.490293
1331,672,28,3,34.81,0.0,104.43,2026-09-24 01:17:15.490293
1332,673,79,1,71.56,0.0,71.56,2026-09-24 01:17:15.490293
1333,673,167,3,29.18,15.58,71.96,2026-09-24 01:17:15.490293
1339,676,119,1,8.19,0.0,8.19,2026-09-24 01:17:15.490293
1340,676,20,1,142.96,0.0,142.96,2026-09-24 01:17:15.490293
1364,688,165,1,47.99,0.0,47.99,2026-09-24 01:17:15.490293
1365,688,29,2,15.73,0.0,31.46,2026-09-24 01:17:15.490293
1366,688,66,1,110.19,0.0,110.19,2026-09-24 01:17:15.490293
1369,691,179,1,117.28,0.0,117.28,2026-09-24 01:17:15.490293
1375,695,117,1,11.47,0.0,11.47,2026-09-24 01:17:15.490293
1376,695,154,5,6.63,0.0,33.15,2026-09-24 01:17:15.490293
1377,695,177,2,48.01,0.0,96.02,2026-09-24 01:17:15.490293
1378,696,87,2,57.4,0.0,114.8,2026-09-24 01:17:15.490293
1387,704,131,1,45.17,6.42,38.75,2026-09-24 01:17:15.490293
1388,704,173,2,32.34,0.0,64.68,2026-09-24 01:17:15.490293
1389,705,14,2,158.91,0.0,317.82,2026-09-24 01:17:15.490293
1400,711,105,1,45.54,5.55,39.99,2026-09-24 01:17:15.490293
1401,711,122,1,64.3,0.0,64.3,2026-09-24 01:17:15.490293
1410,716,145,3,3.43,0.0,10.29,2026-09-24 01:17:15.490293
1411,716,97,1,55.48,5.18,50.3,2026-09-24 01:17:15.490293
1412,717,90,2,41.41,0.0,82.82,2026-09-24 01:17:15.490293
1437,729,75,2,49.52,0.0,99.04,2026-09-24 01:17:15.490293
1469,747,189,1,30.92,0.0,30.92,2026-09-24 01:17:15.490293
1470,747,104,1,116.54,0.0,116.54,2026-09-24 01:17:15.490293
1477,752,14,2,40.16,0.0,80.32,2026-09-24 01:17:15.490293
1480,755,16,2,8.59,0.0,17.18,2026-09-24 01:17:15.490293
1481,755,42,1,89.21,0.0,89.21,2026-09-24 01:17:15.490293
1489,760,154,2,15.05,0.0,30.1,2026-09-24 01:17:15.490293
1490,760,116,2,15.42,0.0,30.84,2026-09-24 01:17:15.490293
1499,763,104,1,18.95,0.0,18.95,2026-09-24 01:17:15.490293
1500,763,125,1,25.54,0.0,25.54,2026-09-24 01:17:15.490293
1503,766,34,1,53.58,0.0,53.58,2026-09-24 01:17:15.490293
1507,769,151,1,5.22,0.0,5.22,2026-09-24 01:17:15.490293
1508,769,99,1,10.0,0.0,10.0,2026-09-24 01:17:15.490293
1509,769,135,1,34.64,0.0,34.64,2026-09-24 01:17:15.490293
1547,786,113,1,184.93,0.0,184.93,2026-09-24 01:17:15.490293
1570,796,197,2,13.54,0.0,27.08,2026-09-24 01:17:15.490293
1571,796,163,2,67.0,18.67,115.33,2026-09-24 01:17:15.490293
1575,799,115,1,29.7,0.0,29.7,2026-09-24 01:17:15.490293
1576,799,149,1,89.61,4.42,85.19,2026-09-24 01:17:15.490293
1584,802,173,1,9.68,1.37,8.31,2026-09-24 01:17:15.490293
1585,802,102,1,140.25,28.98,111.27,2026-09-24 01:17:15.490293
1599,809,190,1,141.01,0.0,141.01,2026-09-24 01:17:15.490293
1603,812,11,1,16.81,0.0,16.81,2026-09-24 01:17:15.490293
1604,812,129,2,69.97,0.0,139.94,2026-09-24 01:17:15.490293
1627,823,14,2,17.46,0.0,34.92,2026-09-24 01:17:15.490293
1628,823,164,5,11.0,14.78,40.22,2026-09-24 01:17:15.490293
1631,825,102,5,31.82,0.0,159.1,2026-09-24 01:17:15.490293
1641,830,156,2,61.36,0.0,122.72,2026-09-24 01:17:15.490293
1646,833,100,2,79.03,0.0,158.06,2026-09-24 01:17:15.490293
1659,840,199,1,10.12,0.0,10.12,2026-09-24 01:17:15.490293
1660,840,131,1,55.2,0.0,55.2,2026-09-24 01:17:15.490293
1664,843,71,2,3.27,0.0,6.54,2026-09-24 01:17:15.490293
1665,843,112,1,11.56,0.0,11.56,2026-09-24 01:17:15.490293
1666,843,128,1,11.88,0.0,11.88,2026-09-24 01:17:15.490293
1667,843,64,1,19.99,5.51,14.48,2026-09-24 01:17:15.490293
1669,845,138,1,82.09,0.0,82.09,2026-09-24 01:17:15.490293
1673,848,45,1,14.55,0.0,14.55,2026-09-24 01:17:15.490293
1674,848,44,1,25.48,0.0,25.48,2026-09-24 01:17:15.490293
1675,848,90,1,38.09,0.0,38.09,2026-09-24 01:17:15.490293
1676,848,113,1,55.71,0.0,55.71,2026-09-24 01:17:15.490293
1690,855,31,1,34.7,0.0,34.7,2026-09-24 01:17:15.490293
1691,855,198,1,111.65,0.0,111.65,2026-09-24 01:17:15.490293
1698,859,197,1,195.67,38.74,156.93,2026-09-24 01:17:15.490293
1699,860,199,1,129.17,0.0,129.17,2026-09-24 01:17:15.490293
1702,862,134,1,38.61,0.0,38.61,2026-09-24 01:17:15.490293
1703,862,3,2,7.43,0.0,14.86,2026-09-24 01:17:15.490293
1704,862,35,3,47.19,0.0,141.57,2026-09-24 01:17:15.490293
1705,863,83,1,19.15,0.0,19.15,2026-09-24 01:17:15.490293
1706,863,155,1,47.23,0.0,47.23,2026-09-24 01:17:15.490293
1709,865,194,1,148.06,28.58,119.48,2026-09-24 01:17:15.490293
1710,865,104,1,23.89,0.0,23.89,2026-09-24 01:17:15.490293
1711,865,100,1,495.07,0.0,495.07,2026-09-24 01:17:15.490293
1712,866,178,1,102.43,0.0,102.43,2026-09-24 01:17:15.490293
1714,868,34,1,39.12,0.0,39.12,2026-09-24 01:17:15.490293
1715,868,99,1,44.35,6.09,38.26,2026-09-24 01:17:15.490293
1749,884,78,1,28.45,0.0,28.45,2026-09-24 01:17:15.490293
1750,884,11,2,20.07,3.03,37.11,2026-09-24 01:17:15.490293
1751,884,200,1,94.87,0.0,94.87,2026-09-24 01:17:15.490293
1754,886,6,1,84.32,0.0,84.32,2026-09-24 01:17:15.490293
1763,890,124,2,49.12,28.71,69.53,2026-09-24 01:17:15.490293
1769,894,14,3,5.55,0.0,16.65,2026-09-24 01:17:15.490293
1770,894,34,2,10.15,0.0,20.3,2026-09-24 01:17:15.490293
1771,894,25,3,8.5,5.59,19.91,2026-09-24 01:17:15.490293
1772,894,107,1,50.86,0.0,50.86,2026-09-24 01:17:15.490293
1773,895,198,2,72.08,0.0,144.16,2026-09-24 01:17:15.490293
1779,898,92,1,114.09,0.0,114.09,2026-09-24 01:17:15.490293
1783,901,131,1,32.7,2.55,30.15,2026-09-24 01:17:15.490293
1784,901,91,1,115.77,0.0,115.77,2026-09-24 01:17:15.490293
1785,901,64,1,239.82,0.0,239.82,2026-09-24 01:17:15.490293
1790,904,86,2,38.21,0.0,76.42,2026-09-24 01:17:15.490293
1791,904,152,1,101.09,16.68,84.41,2026-09-24 01:17:15.490293
1794,906,49,1,28.62,0.0,28.62,2026-09-24 01:17:15.490293
1856,939,95,1,19.76,0.0,19.76,2026-09-24 01:17:15.490293
1857,939,86,1,39.63,0.0,39.63,2026-09-24 01:17:15.490293
1858,939,83,1,52.95,0.0,52.95,2026-09-24 01:17:15.490293
1889,954,51,1,16.01,0.0,16.01,2026-09-24 01:17:15.490293
1890,954,154,2,8.6,0.0,17.2,2026-09-24 01:17:15.490293
1891,954,117,1,23.79,2.85,20.94,2026-09-24 01:17:15.490293
1892,954,129,1,40.79,0.0,40.79,2026-09-24 01:17:15.490293
1898,957,185,2,19.36,0.0,38.72,2026-09-24 01:17:15.490293
1899,957,44,1,36.24,10.75,25.49,2026-09-24 01:17:15.490293
1900,957,65,2,26.04,0.0,52.08,2026-09-24 01:17:15.490293
1908,962,160,1,56.46,0.0,56.46,2026-09-24 01:17:15.490293
